n_estimators,max_depth,min_samples_split,max_features,bootstrap,validation_loss,mee
100,5,4,10,True,1.4772274152219955,1.2471829261968534
10,9,5,3,True,1.4948975539769636,1.247770600907505
500,5,5,10,True,1.4604971367668893,1.2478851795225372
10,7,2,3,True,1.4611246350461933,1.247902846002786
50,5,4,10,True,1.4906480567888332,1.24884933418705
1000,5,5,10,True,1.4719755081071941,1.2496133552293822
500,5,3,10,True,1.4738577663793007,1.2513720585087225
1000,5,2,10,True,1.4702262028018556,1.2514032826457366
10,10,2,3,True,1.5324962734804504,1.251879903639442
10,8,2,3,True,1.5082860332333419,1.2523335634886468
500,5,2,10,True,1.471283571596277,1.252547335283187
1000,5,4,10,True,1.4781565002165675,1.2528640948499843
10,10,5,3,True,1.5442408684749078,1.2531561433353937
100,5,2,10,True,1.4966835722740959,1.2537563682773607
1000,5,3,10,True,1.4776221520386315,1.2545207448566957
100,5,5,10,True,1.4870174475149294,1.255276781901078
500,5,4,10,True,1.484341194337507,1.2553590045522078
50,5,3,10,True,1.5023293844305154,1.2588248597277456
10,9,2,3,True,1.4811313601577583,1.258877993731854
100,5,3,10,True,1.5013549887784634,1.2623510743860538
50,5,5,10,True,1.5153607811547036,1.2689725255088704
50,5,2,10,True,1.5258430514092982,1.2742570062699448
10,7,4,3,True,1.552651943807936,1.2774746289418204
50,5,3,3,True,1.4419867065411853,1.284761553104533
500,5,3,3,True,1.4328714070308814,1.288518173167527
1000,5,5,3,True,1.4306574579138711,1.288719387776069
1000,5,4,3,True,1.4318681962288395,1.2887396176940857
500,5,5,3,True,1.4270673114965324,1.2888378934947249
1000,5,3,3,True,1.4337113972045217,1.2896852510145083
10,5,3,10,True,1.5384020291650644,1.2902974172677886
1000,5,2,3,True,1.4317272763073436,1.290877131663874
500,5,2,3,True,1.438660033198929,1.2914833054626034
100,5,5,3,True,1.4509683975206737,1.2923807606333335
500,5,4,3,True,1.4406741096105582,1.2962286641475476
10,6,2,3,True,1.5382546549656348,1.2964050134335332
10,6,5,3,True,1.4931518360915252,1.297294624281887
100,5,2,3,True,1.4566747655892116,1.2990512505952707
100,5,4,3,True,1.4345973497417213,1.299194531161713
100,5,3,3,True,1.449377690664164,1.3003807019451883
10,5,2,10,True,1.6016474340918987,1.3030915132074101
10,6,3,3,True,1.5673240465906653,1.3091292115035675
10,5,5,10,True,1.681008905610972,1.309971580180594
50,5,2,3,True,1.4930756859345944,1.31268862527324
50,5,4,3,True,1.4984572415671666,1.319158473665579
50,5,5,3,True,1.4955215286521308,1.3197101869568457
10,6,4,3,True,1.5890291482680188,1.3271872047178785
10,5,5,3,True,1.5784317242275292,1.3416642683031876
10,5,4,10,True,1.7502071379586226,1.353178308886996
10,5,4,3,True,1.612560199408732,1.3582232234569858
10,5,3,3,True,1.7102476989880848,1.3628773614294407
10,5,2,3,True,1.745970228675414,1.4095968661344902
1000,4,3,10,True,1.7443602568188723,1.4223593394811986
500,4,4,10,True,1.7520109383839544,1.4224524400103724
500,4,3,10,True,1.7514834380111917,1.4225828611588107
500,4,2,10,True,1.7434444736890595,1.422965519159032
1000,4,2,10,True,1.7576490647004406,1.424377791722325
1000,4,5,10,True,1.7578898015499405,1.4250968296931341
500,4,5,10,True,1.7604617694898792,1.425465768580469
1000,4,4,10,True,1.7587626452008238,1.4255486818522156
100,4,2,10,True,1.765174809738021,1.4259375278519288
100,4,3,10,True,1.7590338251515496,1.4273700240302143
100,4,5,10,True,1.7819377751684273,1.427566852765803
500,4,3,3,True,1.6804291286775461,1.4294650127224588
100,4,4,10,True,1.7828815523050203,1.4295682849308877
500,4,2,3,True,1.6867135857553803,1.4328289788627384
50,4,5,10,True,1.8108730289735373,1.434094088078946
50,4,2,10,True,1.792116140062629,1.4341354651853566
50,4,4,10,True,1.767847417254567,1.43420058781296
1000,4,2,3,True,1.6826784787664018,1.435031872285419
1000,4,5,3,True,1.695000165153797,1.4380506806482392
50,4,3,10,True,1.7864973714391836,1.438096276464085
100,4,4,3,True,1.6947876986465162,1.4382908923559976
1000,4,3,3,True,1.6952828049285336,1.4383009476123982
1000,4,4,3,True,1.6957698773565957,1.439149152631148
500,4,5,3,True,1.7039551777223738,1.4417107309150858
500,4,4,3,True,1.703467956150866,1.441729951344247
100,4,5,3,True,1.7016274163141245,1.4426350288524148
100,4,2,3,True,1.7151319439350514,1.4463786733195587
100,4,3,3,True,1.7247375663411715,1.4465957875916584
10,4,3,10,True,1.8634443540948635,1.4477571865854866
50,4,4,3,True,1.7564521318616815,1.457311998723699
10,4,2,10,True,1.934161430413977,1.4662063614873564
50,4,5,3,True,1.771955598113743,1.4787397302380676
50,4,2,3,True,1.7745436359236857,1.4821704227809505
10,4,5,10,True,1.9497236691650912,1.4840338261719974
50,4,3,3,True,1.807769779934879,1.48881591357127
10,4,4,10,True,1.9470289605963658,1.4914022907132984
10,4,5,3,True,1.8806638793094967,1.5037497461907425
10,4,2,3,True,1.9599862429467627,1.5217660304618716
10,4,4,3,True,1.944229505331752,1.5416907679932284
10,4,3,3,True,2.004862377973179,1.5781690557090926
500,3,5,3,True,2.2603338716434385,1.7060848647491618
1000,3,3,3,True,2.2701076200029173,1.709498440125821
1000,3,5,3,True,2.26876458220186,1.7117797015813836
1000,3,2,3,True,2.2720241460453305,1.7126086476302183
1000,3,4,3,True,2.2762374472609586,1.713806591430367
500,3,3,3,True,2.2785590464298355,1.7138254257338517
50,3,2,3,True,2.28386259816847,1.7150132713905526
500,3,2,3,True,2.276050523686358,1.7150488781131301
500,3,4,3,True,2.2856782419142325,1.7161271382767802
100,3,2,3,True,2.2887898078161433,1.7171020784627018
100,3,4,3,True,2.2656010626957945,1.7188134642705273
50,3,3,3,True,2.284851447769949,1.7225324784575422
100,3,5,3,True,2.3069876921691703,1.7249640540210327
100,3,3,3,True,2.3133388525061283,1.7291329621878508
50,3,5,3,True,2.392734032257214,1.7456654023503488
500,3,2,10,True,2.412824979599153,1.7669640411667418
50,3,3,10,True,2.436328707084782,1.767813841417463
50,3,4,3,True,2.441677927538908,1.7695546902025001
1000,3,2,10,True,2.4419067025373558,1.7743418185372803
1000,3,3,10,True,2.437421887292438,1.7763177759651203
50,3,4,10,True,2.461021612627583,1.77668738636188
10,3,5,3,True,2.520533821542354,1.7767976937949337
100,3,3,10,True,2.450312699473866,1.7789990033234575
500,3,5,10,True,2.4399564507405542,1.7806019458559936
100,3,5,10,True,2.436256774663278,1.780951901300911
100,3,4,10,True,2.438485200770801,1.7810401619340863
50,3,5,10,True,2.4447304699965415,1.7830623706791304
1000,3,4,10,True,2.4520869208797915,1.7831801057826386
50,3,2,10,True,2.4843616565039444,1.7849782882510765
1000,3,5,10,True,2.464838825445354,1.7861852343319964
