n_estimators,max_depth,min_samples_split,max_features,bootstrap,validation_loss,mee
100,10,4,3,True,1.1188741732008842,1.089543598705974
100,10,3,10,True,1.2294629727397108,1.0904086627583949
1000,10,3,3,True,1.1265181345671509,1.0921001349114612
500,10,3,3,True,1.1291437274115654,1.0921966828771823
1000,10,2,3,True,1.1293043268584415,1.0926390359321096
500,10,2,3,True,1.1249573232385777,1.0936358237812631
500,10,4,3,True,1.1375378878912332,1.0937341375099134
50,9,3,10,True,1.25437109683434,1.0955834758323992
1000,9,3,3,True,1.135653657321806,1.0962197596247798
500,10,2,10,True,1.2371766127813475,1.0963552860680108
1000,10,4,3,True,1.1299960209574251,1.0965451882504884
100,10,2,3,True,1.1265751407779947,1.0966739474825178
500,10,3,10,True,1.2222542132197718,1.0967921186635818
1000,9,2,3,True,1.135968231657579,1.0970943611801496
1000,10,4,10,True,1.2438767459231224,1.0987398926420475
1000,9,4,3,True,1.1380532748097716,1.0997819773121174
500,9,2,3,True,1.1325167659594746,1.0999832187027978
500,9,2,10,True,1.2474760841126915,1.100061647119884
1000,10,5,3,True,1.1392655702649426,1.1002621987798862
500,9,4,3,True,1.143458623419594,1.1007644950901885
1000,9,2,10,True,1.2398551695455615,1.1013262638957166
100,10,3,3,True,1.144723125151916,1.1019288018333075
1000,9,3,10,True,1.2449256088060243,1.1021438071987626
1000,9,5,3,True,1.1427512879987158,1.1023283892490578
500,9,3,3,True,1.143612145678569,1.1025962676003465
1000,9,4,10,True,1.2451480748089137,1.1026651438051855
1000,10,2,10,True,1.2468490545372188,1.1036038281318226
100,9,4,3,True,1.1441019890396669,1.1036422556580012
100,9,4,10,True,1.2558631957018744,1.1045157705030992
1000,10,3,10,True,1.2496837932174278,1.1050464802872548
500,10,5,3,True,1.1500081059601883,1.105155096643171
500,9,3,10,True,1.2535637740117944,1.1056367516301435
50,10,4,3,True,1.1588007912619744,1.1058388477405754
500,10,5,10,True,1.2566476009674408,1.1062362542524196
1000,8,2,3,True,1.1490082301831008,1.1063747445809906
500,10,4,10,True,1.2420348774321552,1.1065635865847585
100,9,2,10,True,1.2480138390362419,1.1070878359869976
500,8,2,10,True,1.246358448559062,1.1073061936597959
100,10,5,3,True,1.1519448702884554,1.1074834137240837
500,9,4,10,True,1.2676279717275432,1.1075210543183829
100,9,2,3,True,1.166050735241266,1.1075995524073328
500,8,3,3,True,1.1494433522348602,1.1078969938381285
500,9,5,3,True,1.1504222695922208,1.1079587004919418
100,10,2,10,True,1.2647394822602278,1.1085384476735105
1000,9,5,10,True,1.2527574197127571,1.1085624539892884
500,9,5,10,True,1.2518720204224554,1.1087209519753949
1000,8,2,10,True,1.24835590927607,1.1093176126018516
1000,8,5,10,True,1.2481893226556977,1.1094784431671192
1000,8,3,3,True,1.1476772253146796,1.1098921383699978
500,8,5,10,True,1.2520339208676945,1.1099934566914171
500,8,3,10,True,1.2649807479690591,1.1100584680753274
100,8,5,10,True,1.2663759812117856,1.110138582333447
500,8,2,3,True,1.1480342681362867,1.1103138806803194
1000,8,3,10,True,1.2621692635287385,1.1103391699466079
1000,10,5,10,True,1.2636677086951962,1.1104587132021064
50,9,4,10,True,1.2657168210648104,1.1110112550954572
100,9,5,10,True,1.2461278327102965,1.1111047881258227
1000,8,4,10,True,1.2593432022968436,1.1115142670166065
1000,8,4,3,True,1.1535219780487749,1.1125851632178847
100,10,5,10,True,1.2661069774244489,1.1126778835973532
50,9,2,10,True,1.271327499089202,1.112876630230459
100,8,2,10,True,1.2603724847342124,1.1141008174563445
100,9,3,3,True,1.1638303608121698,1.1141228150279798
50,10,3,10,True,1.2830807172970389,1.1150399287582335
1000,8,5,3,True,1.1519018450383134,1.1152548176892387
100,10,4,10,True,1.2742406026744808,1.1152979685167703
50,10,4,10,True,1.2609863551335838,1.1160921522878189
100,9,3,10,True,1.2798403888705685,1.1161054761472364
500,8,4,3,True,1.1588918939337058,1.1167909458616878
100,8,2,3,True,1.1712793587170376,1.1170468664707642
500,8,4,10,True,1.2663129940838571,1.1170979122265643
50,10,5,3,True,1.164595191596952,1.1174857844372528
50,9,5,10,True,1.2911282686972827,1.1177115380934162
50,9,3,3,True,1.1711221185967675,1.1177501180147664
50,10,5,10,True,1.2666375284658251,1.1183147082735136
500,8,5,3,True,1.1633669604305277,1.1188473755117403
50,10,2,10,True,1.2576854987220454,1.1192524321461677
100,8,3,3,True,1.1743182962209369,1.1194602757957388
100,8,3,10,True,1.2635791380563353,1.1197954719186651
500,7,2,10,True,1.26296046489353,1.1203769548523752
50,9,2,3,True,1.160696111252957,1.1207809463657772
50,9,4,3,True,1.1758368582030116,1.1211140833005524
50,8,3,10,True,1.2603038826213158,1.121528239014157
50,10,3,3,True,1.1745431334666043,1.1216579730636211
1000,7,4,10,True,1.2641524562596491,1.1218255089691065
1000,7,3,10,True,1.261322326255769,1.1218785632138528
50,7,2,10,True,1.2715554193120997,1.122282002600289
50,10,2,3,True,1.1896923622532691,1.1235180909183986
50,8,5,10,True,1.2945720406766499,1.1240213176053877
1000,7,2,10,True,1.2737126548673865,1.1241340094785557
500,7,5,10,True,1.2749279500254749,1.1242762531965598
50,8,4,10,True,1.2653305237464476,1.1243916164844283
500,7,3,10,True,1.2682353075449115,1.1249263933543014
500,7,4,10,True,1.2736490771592848,1.124932225778337
100,8,4,3,True,1.2026900053014034,1.1263446949855531
50,8,2,10,True,1.2796619861457297,1.1268234834824435
1000,7,5,10,True,1.2807465834143656,1.1275344042632711
50,7,5,10,True,1.26876736252874,1.1277623691978391
100,8,4,10,True,1.2959552158125431,1.1279635957210639
100,8,5,3,True,1.188229385057251,1.1281847466684736
50,8,4,3,True,1.2043383475935814,1.128604366830518
100,7,2,10,True,1.294549114290834,1.1288762599622963
50,9,5,3,True,1.211237054766227,1.1300074074712383
50,7,2,3,True,1.1842333797634408,1.1300646603651563
1000,7,3,3,True,1.1780456106449635,1.1303209824405474
100,7,4,10,True,1.2823988937576407,1.1312572650345851
500,7,2,3,True,1.1757216604406209,1.1317530032041234
1000,7,2,3,True,1.1827781363236165,1.1317752173108022
50,8,3,3,True,1.2095490636807742,1.132052176905448
100,7,3,10,True,1.281997852394033,1.1323907896820669
500,7,4,3,True,1.1766975123398304,1.1338781324905292
50,7,4,3,True,1.1956305352954166,1.1339803241123547
100,9,5,3,True,1.2057241094786229,1.1347301558121443
500,7,5,3,True,1.1816065415820391,1.1347857497554563
500,7,3,3,True,1.1881223740070808,1.1354206782553808
50,7,4,10,True,1.3074156729100626,1.1364037379507872
50,7,3,10,True,1.2858588612415294,1.1370625447027085
1000,7,5,3,True,1.1919818544807914,1.137098274130066
50,8,2,3,True,1.209687429811012,1.1374896715673983
1000,7,4,3,True,1.188071825369467,1.1378527702146364
50,8,5,3,True,1.1946930650484169,1.1390644435883073
100,7,4,3,True,1.1815340034792954,1.1401136078196996
100,7,2,3,True,1.2077403647663223,1.1420199539797655
100,7,5,3,True,1.2052890037077677,1.1498615122947904
100,7,5,10,True,1.3177415859861463,1.149976403581857
10,10,4,10,True,1.3811199729984165,1.1540567152084469
100,7,3,3,True,1.212616893025658,1.1550333010261244
50,7,3,3,True,1.2192324520536173,1.155286802478508
500,6,3,10,True,1.3084082746811876,1.1559979255093265
1000,6,2,10,True,1.3105189673967006,1.1564150836043443
1000,6,4,10,True,1.3078486834821703,1.156426850406368
1000,6,5,10,True,1.3090977786389049,1.1565919461090624
50,7,5,3,True,1.2335143696730366,1.156675026352418
500,6,2,10,True,1.3113972998830958,1.1584271294925892
500,6,4,10,True,1.3156777441229557,1.1596496931986195
10,8,4,10,True,1.351505644455427,1.1600246035203103
1000,6,3,10,True,1.3199086149699395,1.1603788453686794
