n_estimators,max_depth,min_samples_split,min_samples_leaf,bootstrap,random_state,min_impurity_decrease,validation_loss,mee
100,7,2,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,2,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,2,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,2,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,3,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,3,2,True,2,1.0,3.706558872850854,2.211769143549046
50,7,3,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,3,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,7,3,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,3,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,3,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,3,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,4,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,4,2,True,2,1.0,3.706558872850854,2.211769143549046
50,7,4,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,4,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,7,4,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,4,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,4,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,4,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,2,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,2,3,True,2,1.0,3.706558872850854,2.211769143549046
50,7,2,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,2,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,7,2,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,2,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,2,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,2,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,3,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,3,3,True,2,1.0,3.706558872850854,2.211769143549046
50,7,3,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,3,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,7,3,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,3,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,3,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,3,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,4,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,4,3,True,2,1.0,3.706558872850854,2.211769143549046
50,7,4,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,4,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,7,4,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,4,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,4,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,4,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,2,1,True,1,0.0,1.459071429694208,1.1841203718944715
10,8,2,1,True,2,0.0,1.3742420936341948,1.153517327497908
50,8,2,1,True,1,0.0,1.266674476916417,1.121199941605215
50,8,2,1,True,2,0.0,1.2795955005804422,1.1192011022421136
100,8,2,1,True,1,0.0,1.257017583823838,1.1125561113220124
100,8,2,1,True,2,0.0,1.2621959771473312,1.116986790056205
1000,8,2,1,True,1,0.0,1.2546231212932968,1.108356274272785
1000,8,2,1,True,2,0.0,1.2459122130624196,1.1052629783129082
10,8,3,1,True,1,0.0,1.4608154306000072,1.1947199597640286
10,8,3,1,True,2,0.0,1.414309053855623,1.1630661649264105
50,8,3,1,True,1,0.0,1.2630257359186252,1.1198229496744692
50,8,3,1,True,2,0.0,1.2985687424968095,1.119869062970276
100,8,3,1,True,1,0.0,1.2510388484173238,1.1130014693695458
100,8,3,1,True,2,0.0,1.2708142523667985,1.1170602868568384
1000,8,3,1,True,1,0.0,1.2560836038493055,1.1091254360446845
1000,8,3,1,True,2,0.0,1.248359848851505,1.105471480121971
10,8,4,1,True,1,0.0,1.4298712294871596,1.1746018302413324
10,8,4,1,True,2,0.0,1.4125691913039375,1.159707679696858
50,8,4,1,True,1,0.0,1.2666735462962109,1.1198472861840463
50,8,4,1,True,2,0.0,1.2983882984247999,1.1251853259651652
100,8,4,1,True,1,0.0,1.2549790298240806,1.1129042174690056
100,8,4,1,True,2,0.0,1.2703635842876633,1.1184862010017744
1000,8,4,1,True,1,0.0,1.2582418092753163,1.1111822321772071
1000,8,4,1,True,2,0.0,1.250753945954227,1.1075685816064413
10,8,2,2,True,1,0.0,1.4720363377059884,1.1967642198933053
10,8,2,2,True,2,0.0,1.431806133512387,1.1676113455704953
50,8,2,2,True,1,0.0,1.2880093883760193,1.134293156389739
50,8,2,2,True,2,0.0,1.2885286437698262,1.1224793061366725
100,8,2,2,True,1,0.0,1.2733145216828297,1.1256080542177467
100,8,2,2,True,2,0.0,1.2806151547065479,1.1257439174992092
1000,8,2,2,True,1,0.0,1.2623462207289056,1.1178305946965172
1000,8,2,2,True,2,0.0,1.2548476960520716,1.115497939109993
10,8,3,2,True,1,0.0,1.4720363377059884,1.1967642198933053
10,8,3,2,True,2,0.0,1.431806133512387,1.1676113455704953
50,8,3,2,True,1,0.0,1.2880093883760193,1.134293156389739
50,8,3,2,True,2,0.0,1.2885286437698262,1.1224793061366725
100,8,3,2,True,1,0.0,1.2733145216828297,1.1256080542177467
100,8,3,2,True,2,0.0,1.2806151547065479,1.1257439174992092
1000,8,3,2,True,1,0.0,1.2623462207289056,1.1178305946965172
1000,8,3,2,True,2,0.0,1.2548476960520716,1.115497939109993
10,8,4,2,True,1,0.0,1.4720363377059884,1.1967642198933053
10,8,4,2,True,2,0.0,1.431806133512387,1.1676113455704953
50,8,4,2,True,1,0.0,1.2880093883760193,1.134293156389739
50,8,4,2,True,2,0.0,1.2885286437698262,1.1224793061366725
100,8,4,2,True,1,0.0,1.2733145216828297,1.1256080542177467
100,8,4,2,True,2,0.0,1.2806151547065479,1.1257439174992092
1000,8,4,2,True,1,0.0,1.2623462207289056,1.1178305946965172
1000,8,4,2,True,2,0.0,1.2548476960520716,1.115497939109993
10,8,2,3,True,1,0.0,1.4656061890689842,1.2053146332920235
10,8,2,3,True,2,0.0,1.4284930616563931,1.1690401634308807
50,8,2,3,True,1,0.0,1.3035609860032678,1.1458152297669635
50,8,2,3,True,2,0.0,1.3089198906686428,1.1384918363221332
100,8,2,3,True,1,0.0,1.3004413979739164,1.1409848947959629
100,8,2,3,True,2,0.0,1.3001240021751128,1.1400924037627203
1000,8,2,3,True,1,0.0,1.291611804395815,1.1348829449516482
1000,8,2,3,True,2,0.0,1.275056902597193,1.1291375813953812
10,8,3,3,True,1,0.0,1.4656061890689842,1.2053146332920235
10,8,3,3,True,2,0.0,1.4284930616563931,1.1690401634308807
50,8,3,3,True,1,0.0,1.3035609860032678,1.1458152297669635
50,8,3,3,True,2,0.0,1.3089198906686428,1.1384918363221332
100,8,3,3,True,1,0.0,1.3004413979739164,1.1409848947959629
100,8,3,3,True,2,0.0,1.3001240021751128,1.1400924037627203
1000,8,3,3,True,1,0.0,1.291611804395815,1.1348829449516482
1000,8,3,3,True,2,0.0,1.275056902597193,1.1291375813953812
10,8,4,3,True,1,0.0,1.4656061890689842,1.2053146332920235
10,8,4,3,True,2,0.0,1.4284930616563931,1.1690401634308807
50,8,4,3,True,1,0.0,1.3035609860032678,1.1458152297669635
50,8,4,3,True,2,0.0,1.3089198906686428,1.1384918363221332
100,8,4,3,True,1,0.0,1.3004413979739164,1.1409848947959629
100,8,4,3,True,2,0.0,1.3001240021751128,1.1400924037627203
1000,8,4,3,True,1,0.0,1.291611804395815,1.1348829449516482
1000,8,4,3,True,2,0.0,1.275056902597193,1.1291375813953812
10,8,2,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,2,1,True,2,1.0,3.706558872850854,2.211769143549046
50,8,2,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,2,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,2,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,2,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,2,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,2,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,3,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,3,1,True,2,1.0,3.706558872850854,2.211769143549046
50,8,3,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,3,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,3,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,3,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,3,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,3,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,4,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,4,1,True,2,1.0,3.706558872850854,2.211769143549046
50,8,4,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,4,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,4,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,4,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,4,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,4,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,2,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,2,2,True,2,1.0,3.706558872850854,2.211769143549046
50,8,2,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,2,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,2,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,2,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,2,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,2,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,3,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,3,2,True,2,1.0,3.706558872850854,2.211769143549046
50,8,3,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,3,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,3,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,3,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,3,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,3,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,4,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,4,2,True,2,1.0,3.706558872850854,2.211769143549046
50,8,4,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,4,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,4,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,4,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,4,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,4,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,2,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,2,3,True,2,1.0,3.706558872850854,2.211769143549046
50,8,2,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,2,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,2,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,2,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,2,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,2,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,3,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,3,3,True,2,1.0,3.706558872850854,2.211769143549046
50,8,3,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,3,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,3,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,3,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,3,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,3,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,8,4,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,8,4,3,True,2,1.0,3.706558872850854,2.211769143549046
50,8,4,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,8,4,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,8,4,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,8,4,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,8,4,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,8,4,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,2,1,True,1,0.0,1.4561983845157347,1.179522853354503
10,9,2,1,True,2,0.0,1.4004114372813108,1.1593118532197704
50,9,2,1,True,1,0.0,1.267235662399829,1.1190008571936145
50,9,2,1,True,2,0.0,1.2799664838030615,1.1136401895005548
100,9,2,1,True,1,0.0,1.2530976059833612,1.1118868719207091
100,9,2,1,True,2,0.0,1.255871418193953,1.1085633249164588
1000,9,2,1,True,1,0.0,1.2516085815231086,1.1048642264058002
1000,9,2,1,True,2,0.0,1.2410400442159961,1.0996520794090745
10,9,3,1,True,1,0.0,1.4442898193356297,1.1764499881253756
10,9,3,1,True,2,0.0,1.404399131651484,1.16030046431869
50,9,3,1,True,1,0.0,1.260362738265779,1.1124688275760135
50,9,3,1,True,2,0.0,1.2787883594827432,1.1131695347303074
100,9,3,1,True,1,0.0,1.24894346129467,1.1072434794722115
100,9,3,1,True,2,0.0,1.2638272097975323,1.1116953306808746
1000,9,3,1,True,1,0.0,1.2531405243145177,1.105908681806927
1000,9,3,1,True,2,0.0,1.2398863172895453,1.099339932261472
10,9,4,1,True,1,0.0,1.434172716192321,1.1746327831204355
10,9,4,1,True,2,0.0,1.3918330781670827,1.1546149744385064
50,9,4,1,True,1,0.0,1.259119342932177,1.1142599543555756
50,9,4,1,True,2,0.0,1.2838188160902562,1.1167499343784093
100,9,4,1,True,1,0.0,1.2502631939604514,1.1084728173686211
100,9,4,1,True,2,0.0,1.2666454092575905,1.1155947525349552
1000,9,4,1,True,1,0.0,1.253105056775471,1.1062234129520572
1000,9,4,1,True,2,0.0,1.2436708924067652,1.1024404142019626
10,9,2,2,True,1,0.0,1.4572841086110009,1.1936162909572114
10,9,2,2,True,2,0.0,1.4302054455557323,1.1648022926747308
50,9,2,2,True,1,0.0,1.2752821346831265,1.125481814890873
50,9,2,2,True,2,0.0,1.2880719461763563,1.1204531499146975
100,9,2,2,True,1,0.0,1.2660484346751901,1.1207598448981595
100,9,2,2,True,2,0.0,1.2813297780984274,1.1246336938790238
1000,9,2,2,True,1,0.0,1.2583811417639212,1.1152690261525915
1000,9,2,2,True,2,0.0,1.2508999979632958,1.1115705952978523
10,9,3,2,True,1,0.0,1.4572841086110009,1.1936162909572114
10,9,3,2,True,2,0.0,1.4302054455557323,1.1648022926747308
50,9,3,2,True,1,0.0,1.2752821346831265,1.125481814890873
50,9,3,2,True,2,0.0,1.2880719461763563,1.1204531499146975
100,9,3,2,True,1,0.0,1.2660484346751901,1.1207598448981595
100,9,3,2,True,2,0.0,1.2813297780984274,1.1246336938790238
1000,9,3,2,True,1,0.0,1.2583811417639212,1.1152690261525915
1000,9,3,2,True,2,0.0,1.2508999979632958,1.1115705952978523
10,9,4,2,True,1,0.0,1.4572841086110009,1.1936162909572114
10,9,4,2,True,2,0.0,1.4302054455557323,1.1648022926747308
50,9,4,2,True,1,0.0,1.2752821346831265,1.125481814890873
50,9,4,2,True,2,0.0,1.2880719461763563,1.1204531499146975
100,9,4,2,True,1,0.0,1.2660484346751901,1.1207598448981595
100,9,4,2,True,2,0.0,1.2813297780984274,1.1246336938790238
1000,9,4,2,True,1,0.0,1.2583811417639212,1.1152690261525915
1000,9,4,2,True,2,0.0,1.2508999979632958,1.1115705952978523
10,9,2,3,True,1,0.0,1.459696342064398,1.2028411474260947
10,9,2,3,True,2,0.0,1.4331291345457176,1.1716766480984537
50,9,2,3,True,1,0.0,1.291160529459459,1.1384183343882806
50,9,2,3,True,2,0.0,1.2996262393890312,1.1336838816979806
100,9,2,3,True,1,0.0,1.292860793343591,1.1361373112011897
100,9,2,3,True,2,0.0,1.2940725857220516,1.135879207644583
1000,9,2,3,True,1,0.0,1.2884140573199614,1.1323495007192306
1000,9,2,3,True,2,0.0,1.2721655789378636,1.1262554665029778
10,9,3,3,True,1,0.0,1.459696342064398,1.2028411474260947
10,9,3,3,True,2,0.0,1.4331291345457176,1.1716766480984537
50,9,3,3,True,1,0.0,1.291160529459459,1.1384183343882806
50,9,3,3,True,2,0.0,1.2996262393890312,1.1336838816979806
100,9,3,3,True,1,0.0,1.292860793343591,1.1361373112011897
100,9,3,3,True,2,0.0,1.2940725857220516,1.135879207644583
1000,9,3,3,True,1,0.0,1.2884140573199614,1.1323495007192306
1000,9,3,3,True,2,0.0,1.2721655789378636,1.1262554665029778
10,9,4,3,True,1,0.0,1.459696342064398,1.2028411474260947
10,9,4,3,True,2,0.0,1.4331291345457176,1.1716766480984537
50,9,4,3,True,1,0.0,1.291160529459459,1.1384183343882806
50,9,4,3,True,2,0.0,1.2996262393890312,1.1336838816979806
100,9,4,3,True,1,0.0,1.292860793343591,1.1361373112011897
100,9,4,3,True,2,0.0,1.2940725857220516,1.135879207644583
1000,9,4,3,True,1,0.0,1.2884140573199614,1.1323495007192306
1000,9,4,3,True,2,0.0,1.2721655789378636,1.1262554665029778
10,9,2,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,2,1,True,2,1.0,3.706558872850854,2.211769143549046
50,9,2,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,2,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,2,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,2,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,2,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,2,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,3,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,3,1,True,2,1.0,3.706558872850854,2.211769143549046
50,9,3,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,3,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,3,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,3,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,3,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,3,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,4,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,4,1,True,2,1.0,3.706558872850854,2.211769143549046
50,9,4,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,4,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,4,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,4,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,4,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,4,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,2,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,2,2,True,2,1.0,3.706558872850854,2.211769143549046
50,9,2,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,2,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,2,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,2,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,2,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,2,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,3,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,3,2,True,2,1.0,3.706558872850854,2.211769143549046
50,9,3,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,3,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,3,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,3,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,3,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,3,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,4,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,4,2,True,2,1.0,3.706558872850854,2.211769143549046
50,9,4,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,4,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,4,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,4,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,4,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,4,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,2,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,2,3,True,2,1.0,3.706558872850854,2.211769143549046
50,9,2,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,2,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,2,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,2,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,2,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,2,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,3,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,3,3,True,2,1.0,3.706558872850854,2.211769143549046
50,9,3,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,3,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,3,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,3,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,3,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,3,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,9,4,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,9,4,3,True,2,1.0,3.706558872850854,2.211769143549046
50,9,4,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,9,4,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,9,4,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,9,4,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,9,4,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,9,4,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,2,2,1,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,2,1,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,2,1,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,2,1,False,2,0.0,7.095465611349394,3.112172641656887
100,2,2,1,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,2,1,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,2,1,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,2,1,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,3,1,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,3,1,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,3,1,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,3,1,False,2,0.0,7.095465611349394,3.112172641656887
100,2,3,1,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,3,1,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,3,1,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,3,1,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,4,1,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,4,1,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,4,1,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,4,1,False,2,0.0,7.095465611349394,3.112172641656887
100,2,4,1,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,4,1,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,4,1,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,4,1,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,2,2,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,2,2,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,2,2,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,2,2,False,2,0.0,7.095465611349394,3.112172641656887
100,2,2,2,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,2,2,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,2,2,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,2,2,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,3,2,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,3,2,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,3,2,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,3,2,False,2,0.0,7.095465611349394,3.112172641656887
100,2,3,2,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,3,2,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,3,2,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,3,2,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,4,2,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,4,2,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,4,2,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,4,2,False,2,0.0,7.095465611349394,3.112172641656887
100,2,4,2,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,4,2,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,4,2,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,4,2,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,2,3,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,2,3,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,2,3,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,2,3,False,2,0.0,7.095465611349394,3.112172641656887
100,2,2,3,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,2,3,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,2,3,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,2,3,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,3,3,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,3,3,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,3,3,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,3,3,False,2,0.0,7.095465611349394,3.112172641656887
100,2,3,3,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,3,3,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,3,3,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,3,3,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,4,3,False,1,0.0,7.095465611349392,3.1121726416568882
10,2,4,3,False,2,0.0,7.095465611349392,3.1121726416568873
50,2,4,3,False,1,0.0,7.095465611349392,3.1121726416568865
50,2,4,3,False,2,0.0,7.095465611349394,3.112172641656887
100,2,4,3,False,1,0.0,7.095465611349392,3.1121726416568873
100,2,4,3,False,2,0.0,7.095465611349392,3.112172641656887
1000,2,4,3,False,1,0.0,7.095465611349424,3.1121726416568887
1000,2,4,3,False,2,0.0,7.095465611349424,3.1121726416568887
10,2,2,1,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,2,1,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,2,1,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,2,1,False,2,1.0,7.095465611349394,3.112172641656887
100,2,2,1,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,2,1,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,2,1,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,2,1,False,2,1.0,7.095465611349424,3.1121726416568887
10,2,3,1,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,3,1,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,3,1,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,3,1,False,2,1.0,7.095465611349394,3.112172641656887
