n_estimators,max_depth,min_samples_split,min_samples_leaf,bootstrap,random_state,min_impurity_decrease,validation_loss,mee
100,4,4,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,4,4,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,4,4,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,4,2,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,4,2,3,True,2,1.0,3.706558872850854,2.211769143549046
50,4,2,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,4,2,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,4,2,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,4,2,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,4,2,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,4,2,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,4,3,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,4,3,3,True,2,1.0,3.706558872850854,2.211769143549046
50,4,3,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,4,3,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,4,3,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,4,3,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,4,3,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,4,3,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,4,4,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,4,4,3,True,2,1.0,3.706558872850854,2.211769143549046
50,4,4,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,4,4,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,4,4,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,4,4,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,4,4,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,4,4,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,2,1,True,1,0.0,1.574331775880148,1.3073686519540864
10,5,2,1,True,2,0.0,1.5669821602253922,1.2660981240960372
50,5,2,1,True,1,0.0,1.4467061398544412,1.250444248596315
50,5,2,1,True,2,0.0,1.4665452086793809,1.2448463179353166
100,5,2,1,True,1,0.0,1.451274145500179,1.2536353750485443
100,5,2,1,True,2,0.0,1.440561295388646,1.2449193179936988
1000,5,2,1,True,1,0.0,1.4381553151644246,1.243864928261098
1000,5,2,1,True,2,0.0,1.4290920650861432,1.2439585906768047
10,5,3,1,True,1,0.0,1.580972256720401,1.3094907323632774
10,5,3,1,True,2,0.0,1.562421288574678,1.2642033741972003
50,5,3,1,True,1,0.0,1.4469226939807858,1.2509137137651898
50,5,3,1,True,2,0.0,1.4680718887827107,1.2462334500013053
100,5,3,1,True,1,0.0,1.4518181083087252,1.2531339943511692
100,5,3,1,True,2,0.0,1.4441196797516151,1.2465315894575952
1000,5,3,1,True,1,0.0,1.4379386176230224,1.243615357754194
1000,5,3,1,True,2,0.0,1.42944484356203,1.244057628266583
10,5,4,1,True,1,0.0,1.5834589607421379,1.3111419757522829
10,5,4,1,True,2,0.0,1.5631242344766532,1.2644103356393679
50,5,4,1,True,1,0.0,1.447367502094266,1.2506352894228303
50,5,4,1,True,2,0.0,1.4682523663347926,1.2454829100042872
100,5,4,1,True,1,0.0,1.451221803755878,1.2521425559295836
100,5,4,1,True,2,0.0,1.446970141665042,1.2473395345555331
1000,5,4,1,True,1,0.0,1.4375866065233556,1.2436724477386025
1000,5,4,1,True,2,0.0,1.4291378318606465,1.2440134448376927
10,5,2,2,True,1,0.0,1.5718712094798992,1.3054124683205397
10,5,2,2,True,2,0.0,1.555080578131271,1.2617522651545132
50,5,2,2,True,1,0.0,1.4528205842171567,1.2539143696846675
50,5,2,2,True,2,0.0,1.4714992625133416,1.2459430193851113
100,5,2,2,True,1,0.0,1.4587219945048657,1.2556674064237827
100,5,2,2,True,2,0.0,1.456197543285857,1.2500664232709944
1000,5,2,2,True,1,0.0,1.4399415037448913,1.244197067015876
1000,5,2,2,True,2,0.0,1.4313862312120638,1.243914686953847
10,5,3,2,True,1,0.0,1.5718712094798992,1.3054124683205397
10,5,3,2,True,2,0.0,1.555080578131271,1.2617522651545132
50,5,3,2,True,1,0.0,1.4528205842171567,1.2539143696846675
50,5,3,2,True,2,0.0,1.4714992625133416,1.2459430193851113
100,5,3,2,True,1,0.0,1.4587219945048657,1.2556674064237827
100,5,3,2,True,2,0.0,1.456197543285857,1.2500664232709944
1000,5,3,2,True,1,0.0,1.4399415037448913,1.244197067015876
1000,5,3,2,True,2,0.0,1.4313862312120638,1.243914686953847
10,5,4,2,True,1,0.0,1.5718712094798992,1.3054124683205397
10,5,4,2,True,2,0.0,1.555080578131271,1.2617522651545132
50,5,4,2,True,1,0.0,1.4528205842171567,1.2539143696846675
50,5,4,2,True,2,0.0,1.4714992625133416,1.2459430193851113
100,5,4,2,True,1,0.0,1.4587219945048657,1.2556674064237827
100,5,4,2,True,2,0.0,1.456197543285857,1.2500664232709944
1000,5,4,2,True,1,0.0,1.4399415037448913,1.244197067015876
1000,5,4,2,True,2,0.0,1.4313862312120638,1.243914686953847
10,5,2,3,True,1,0.0,1.557097676870671,1.2983200170847617
10,5,2,3,True,2,0.0,1.5759897152291802,1.2688653193300121
50,5,2,3,True,1,0.0,1.4584121767738507,1.2567848620561084
50,5,2,3,True,2,0.0,1.4837394303494662,1.2524137494351733
100,5,2,3,True,1,0.0,1.4646418009851259,1.2555680566115426
100,5,2,3,True,2,0.0,1.4671960581536612,1.2550432578042405
1000,5,2,3,True,1,0.0,1.4522651583046007,1.247151112940311
1000,5,2,3,True,2,0.0,1.4395955138806058,1.245837418281166
10,5,3,3,True,1,0.0,1.557097676870671,1.2983200170847617
10,5,3,3,True,2,0.0,1.5759897152291802,1.2688653193300121
50,5,3,3,True,1,0.0,1.4584121767738507,1.2567848620561084
50,5,3,3,True,2,0.0,1.4837394303494662,1.2524137494351733
100,5,3,3,True,1,0.0,1.4646418009851259,1.2555680566115426
100,5,3,3,True,2,0.0,1.4671960581536612,1.2550432578042405
1000,5,3,3,True,1,0.0,1.4522651583046007,1.247151112940311
1000,5,3,3,True,2,0.0,1.4395955138806058,1.245837418281166
10,5,4,3,True,1,0.0,1.557097676870671,1.2983200170847617
10,5,4,3,True,2,0.0,1.5759897152291802,1.2688653193300121
50,5,4,3,True,1,0.0,1.4584121767738507,1.2567848620561084
50,5,4,3,True,2,0.0,1.4837394303494662,1.2524137494351733
100,5,4,3,True,1,0.0,1.4646418009851259,1.2555680566115426
100,5,4,3,True,2,0.0,1.4671960581536612,1.2550432578042405
1000,5,4,3,True,1,0.0,1.4522651583046007,1.247151112940311
1000,5,4,3,True,2,0.0,1.4395955138806058,1.245837418281166
10,5,2,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,2,1,True,2,1.0,3.706558872850854,2.211769143549046
50,5,2,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,2,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,2,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,2,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,2,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,2,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,3,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,3,1,True,2,1.0,3.706558872850854,2.211769143549046
50,5,3,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,3,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,3,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,3,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,3,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,3,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,4,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,4,1,True,2,1.0,3.706558872850854,2.211769143549046
50,5,4,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,4,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,4,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,4,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,4,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,4,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,2,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,2,2,True,2,1.0,3.706558872850854,2.211769143549046
50,5,2,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,2,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,2,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,2,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,2,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,2,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,3,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,3,2,True,2,1.0,3.706558872850854,2.211769143549046
50,5,3,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,3,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,3,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,3,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,3,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,3,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,4,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,4,2,True,2,1.0,3.706558872850854,2.211769143549046
50,5,4,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,4,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,4,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,4,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,4,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,4,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,2,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,2,3,True,2,1.0,3.706558872850854,2.211769143549046
50,5,2,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,2,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,2,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,2,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,2,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,2,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,3,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,3,3,True,2,1.0,3.706558872850854,2.211769143549046
50,5,3,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,3,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,3,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,3,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,3,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,3,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,5,4,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,5,4,3,True,2,1.0,3.706558872850854,2.211769143549046
50,5,4,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,5,4,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,5,4,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,5,4,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,5,4,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,5,4,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,2,1,True,1,0.0,1.4727124527254738,1.2305883494929597
10,6,2,1,True,2,0.0,1.4321681188445214,1.1814313891656465
50,6,2,1,True,1,0.0,1.3313479515894207,1.1690641030027402
50,6,2,1,True,2,0.0,1.334521282877902,1.15898084917035
100,6,2,1,True,1,0.0,1.3190917505270883,1.1631531145084553
100,6,2,1,True,2,0.0,1.3218529660148335,1.1585104920771514
1000,6,2,1,True,1,0.0,1.3171836610299494,1.1578506545077736
1000,6,2,1,True,2,0.0,1.3058312166224486,1.1561474244518408
10,6,3,1,True,1,0.0,1.470552964585681,1.2289530857751814
10,6,3,1,True,2,0.0,1.4464539023336378,1.1919513430029518
50,6,3,1,True,1,0.0,1.3275282444336822,1.1669292722436455
50,6,3,1,True,2,0.0,1.3460235350057885,1.1645840841609452
100,6,3,1,True,1,0.0,1.3208100289575042,1.1635997102733175
100,6,3,1,True,2,0.0,1.3269669518323186,1.161953801086971
1000,6,3,1,True,1,0.0,1.318424839135109,1.158211984182766
1000,6,3,1,True,2,0.0,1.3072536821923153,1.1568519736785157
10,6,4,1,True,1,0.0,1.4776044024047408,1.2389951112701676
10,6,4,1,True,2,0.0,1.4272081202307212,1.181868745167524
50,6,4,1,True,1,0.0,1.3334618200285362,1.17042020229917
50,6,4,1,True,2,0.0,1.3381637373855346,1.1619788693218116
100,6,4,1,True,1,0.0,1.3221446038383722,1.1643870506986354
100,6,4,1,True,2,0.0,1.321790988685931,1.16100003720481
1000,6,4,1,True,1,0.0,1.319931240886962,1.1589699175705075
1000,6,4,1,True,2,0.0,1.3073352353753445,1.1566808178792127
10,6,2,2,True,1,0.0,1.5040389902391638,1.2470096879994188
10,6,2,2,True,2,0.0,1.4474408579064795,1.1859215462343249
50,6,2,2,True,1,0.0,1.3448376724315811,1.1781705501886304
50,6,2,2,True,2,0.0,1.3526188636445475,1.1650023918936554
100,6,2,2,True,1,0.0,1.3357932984924925,1.17274430091465
100,6,2,2,True,2,0.0,1.3424919192841507,1.168900154856113
1000,6,2,2,True,1,0.0,1.3196387944641208,1.1614246340575634
1000,6,2,2,True,2,0.0,1.312722018621747,1.1607061056407548
10,6,3,2,True,1,0.0,1.5040389902391638,1.2470096879994188
10,6,3,2,True,2,0.0,1.4474408579064795,1.1859215462343249
50,6,3,2,True,1,0.0,1.3448376724315811,1.1781705501886304
50,6,3,2,True,2,0.0,1.3526188636445475,1.1650023918936554
100,6,3,2,True,1,0.0,1.3357932984924925,1.17274430091465
100,6,3,2,True,2,0.0,1.3424919192841507,1.168900154856113
1000,6,3,2,True,1,0.0,1.3196387944641208,1.1614246340575634
1000,6,3,2,True,2,0.0,1.312722018621747,1.1607061056407548
10,6,4,2,True,1,0.0,1.5040389902391638,1.2470096879994188
10,6,4,2,True,2,0.0,1.4474408579064795,1.1859215462343249
50,6,4,2,True,1,0.0,1.3448376724315811,1.1781705501886304
50,6,4,2,True,2,0.0,1.3526188636445475,1.1650023918936554
100,6,4,2,True,1,0.0,1.3357932984924925,1.17274430091465
100,6,4,2,True,2,0.0,1.3424919192841507,1.168900154856113
1000,6,4,2,True,1,0.0,1.3196387944641208,1.1614246340575634
1000,6,4,2,True,2,0.0,1.312722018621747,1.1607061056407548
10,6,2,3,True,1,0.0,1.4986259508013093,1.2386986127499562
10,6,2,3,True,2,0.0,1.4532122250778026,1.191714636105109
50,6,2,3,True,1,0.0,1.360214577348798,1.1874966599114685
50,6,2,3,True,2,0.0,1.3603588073479802,1.172605582209663
100,6,2,3,True,1,0.0,1.3545741438728993,1.180354410535487
100,6,2,3,True,2,0.0,1.3505817787011718,1.1753613885284417
1000,6,2,3,True,1,0.0,1.3404325994152668,1.1712108591205888
1000,6,2,3,True,2,0.0,1.3227787936325972,1.1667908427350064
10,6,3,3,True,1,0.0,1.4986259508013093,1.2386986127499562
10,6,3,3,True,2,0.0,1.4532122250778026,1.191714636105109
50,6,3,3,True,1,0.0,1.360214577348798,1.1874966599114685
50,6,3,3,True,2,0.0,1.3603588073479802,1.172605582209663
100,6,3,3,True,1,0.0,1.3545741438728993,1.180354410535487
100,6,3,3,True,2,0.0,1.3505817787011718,1.1753613885284417
1000,6,3,3,True,1,0.0,1.3404325994152668,1.1712108591205888
1000,6,3,3,True,2,0.0,1.3227787936325972,1.1667908427350064
10,6,4,3,True,1,0.0,1.4986259508013093,1.2386986127499562
10,6,4,3,True,2,0.0,1.4532122250778026,1.191714636105109
50,6,4,3,True,1,0.0,1.360214577348798,1.1874966599114685
50,6,4,3,True,2,0.0,1.3603588073479802,1.172605582209663
100,6,4,3,True,1,0.0,1.3545741438728993,1.180354410535487
100,6,4,3,True,2,0.0,1.3505817787011718,1.1753613885284417
1000,6,4,3,True,1,0.0,1.3404325994152668,1.1712108591205888
1000,6,4,3,True,2,0.0,1.3227787936325972,1.1667908427350064
10,6,2,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,2,1,True,2,1.0,3.706558872850854,2.211769143549046
50,6,2,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,2,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,2,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,2,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,2,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,2,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,3,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,3,1,True,2,1.0,3.706558872850854,2.211769143549046
50,6,3,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,3,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,3,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,3,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,3,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,3,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,4,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,4,1,True,2,1.0,3.706558872850854,2.211769143549046
50,6,4,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,4,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,4,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,4,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,4,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,4,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,2,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,2,2,True,2,1.0,3.706558872850854,2.211769143549046
50,6,2,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,2,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,2,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,2,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,2,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,2,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,3,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,3,2,True,2,1.0,3.706558872850854,2.211769143549046
50,6,3,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,3,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,3,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,3,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,3,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,3,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,4,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,4,2,True,2,1.0,3.706558872850854,2.211769143549046
50,6,4,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,4,2,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,4,2,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,4,2,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,4,2,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,4,2,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,2,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,2,3,True,2,1.0,3.706558872850854,2.211769143549046
50,6,2,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,2,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,2,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,2,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,2,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,2,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,3,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,3,3,True,2,1.0,3.706558872850854,2.211769143549046
50,6,3,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,3,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,3,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,3,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,3,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,3,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,6,4,3,True,1,1.0,3.4806661432443393,2.163306732182293
10,6,4,3,True,2,1.0,3.706558872850854,2.211769143549046
50,6,4,3,True,1,1.0,3.3652437752398243,2.137055302383561
50,6,4,3,True,2,1.0,3.4890659855038324,2.1665218180329147
100,6,4,3,True,1,1.0,3.4618589542388096,2.15567479896302
100,6,4,3,True,2,1.0,3.426664747279439,2.1530647555753673
1000,6,4,3,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,6,4,3,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,2,1,True,1,0.0,1.4374171346186422,1.1846214442464038
10,7,2,1,True,2,0.0,1.4264521628145606,1.1631639136887146
50,7,2,1,True,1,0.0,1.2785379790800082,1.1280567703523852
50,7,2,1,True,2,0.0,1.2927375816590412,1.1253290233953162
100,7,2,1,True,1,0.0,1.2636989351084662,1.1217914315763022
100,7,2,1,True,2,0.0,1.2695556475926533,1.1227385561658554
1000,7,2,1,True,1,0.0,1.271062845224339,1.1217089773435178
1000,7,2,1,True,2,0.0,1.2586581763379456,1.1181445882762684
10,7,3,1,True,1,0.0,1.4235694736492417,1.178050881025052
10,7,3,1,True,2,0.0,1.4163077548796912,1.164576747140031
50,7,3,1,True,1,0.0,1.2706621242437481,1.124338852521987
50,7,3,1,True,2,0.0,1.3062624193938694,1.1310010821472312
100,7,3,1,True,1,0.0,1.2585997228969814,1.120794812418941
100,7,3,1,True,2,0.0,1.278997498992108,1.127408516534633
1000,7,3,1,True,1,0.0,1.2722398752288204,1.1227302121214073
1000,7,3,1,True,2,0.0,1.2605824576684361,1.119559280907422
10,7,4,1,True,1,0.0,1.452781920766886,1.1879221385806327
10,7,4,1,True,2,0.0,1.417847671753699,1.162264973090034
50,7,4,1,True,1,0.0,1.286506438927236,1.1328603195398272
50,7,4,1,True,2,0.0,1.3055578107601515,1.1317678477837065
100,7,4,1,True,1,0.0,1.2693349516429873,1.1236885733018245
100,7,4,1,True,2,0.0,1.281406833356304,1.1284763126182442
1000,7,4,1,True,1,0.0,1.2748197715053136,1.1236358962397166
1000,7,4,1,True,2,0.0,1.2617920370425277,1.1198751452478382
10,7,2,2,True,1,0.0,1.4738641268844646,1.2036466668094579
10,7,2,2,True,2,0.0,1.4377722790720084,1.1736743619500107
50,7,2,2,True,1,0.0,1.3046559838390108,1.144603577584251
50,7,2,2,True,2,0.0,1.3066602621754397,1.1344081342106793
100,7,2,2,True,1,0.0,1.2911251790627187,1.1379524450490484
100,7,2,2,True,2,0.0,1.293753921171042,1.1366112180649182
1000,7,2,2,True,1,0.0,1.2767425701045743,1.1292301656915695
1000,7,2,2,True,2,0.0,1.2681989890132321,1.127041990034392
10,7,3,2,True,1,0.0,1.4738641268844646,1.2036466668094579
10,7,3,2,True,2,0.0,1.4377722790720084,1.1736743619500107
50,7,3,2,True,1,0.0,1.3046559838390108,1.144603577584251
50,7,3,2,True,2,0.0,1.3066602621754397,1.1344081342106793
100,7,3,2,True,1,0.0,1.2911251790627187,1.1379524450490484
100,7,3,2,True,2,0.0,1.293753921171042,1.1366112180649182
1000,7,3,2,True,1,0.0,1.2767425701045743,1.1292301656915695
1000,7,3,2,True,2,0.0,1.2681989890132321,1.127041990034392
10,7,4,2,True,1,0.0,1.4738641268844646,1.2036466668094579
10,7,4,2,True,2,0.0,1.4377722790720084,1.1736743619500107
50,7,4,2,True,1,0.0,1.3046559838390108,1.144603577584251
50,7,4,2,True,2,0.0,1.3066602621754397,1.1344081342106793
100,7,4,2,True,1,0.0,1.2911251790627187,1.1379524450490484
100,7,4,2,True,2,0.0,1.293753921171042,1.1366112180649182
1000,7,4,2,True,1,0.0,1.2767425701045743,1.1292301656915695
1000,7,4,2,True,2,0.0,1.2681989890132321,1.127041990034392
10,7,2,3,True,1,0.0,1.4751384391945916,1.214786262419983
10,7,2,3,True,2,0.0,1.437965325794225,1.172294737600827
50,7,2,3,True,1,0.0,1.3156448703816694,1.153499782846482
50,7,2,3,True,2,0.0,1.314898839213268,1.143616746898329
100,7,2,3,True,1,0.0,1.3152849877254125,1.1492078152395564
100,7,2,3,True,2,0.0,1.307452286325757,1.1458619418068476
1000,7,2,3,True,1,0.0,1.3029269763602098,1.1428920945534395
1000,7,2,3,True,2,0.0,1.2841633160197783,1.1374778959989746
10,7,3,3,True,1,0.0,1.4751384391945916,1.214786262419983
10,7,3,3,True,2,0.0,1.437965325794225,1.172294737600827
50,7,3,3,True,1,0.0,1.3156448703816694,1.153499782846482
50,7,3,3,True,2,0.0,1.314898839213268,1.143616746898329
100,7,3,3,True,1,0.0,1.3152849877254125,1.1492078152395564
100,7,3,3,True,2,0.0,1.307452286325757,1.1458619418068476
1000,7,3,3,True,1,0.0,1.3029269763602098,1.1428920945534395
1000,7,3,3,True,2,0.0,1.2841633160197783,1.1374778959989746
10,7,4,3,True,1,0.0,1.4751384391945916,1.214786262419983
10,7,4,3,True,2,0.0,1.437965325794225,1.172294737600827
50,7,4,3,True,1,0.0,1.3156448703816694,1.153499782846482
50,7,4,3,True,2,0.0,1.314898839213268,1.143616746898329
100,7,4,3,True,1,0.0,1.3152849877254125,1.1492078152395564
100,7,4,3,True,2,0.0,1.307452286325757,1.1458619418068476
1000,7,4,3,True,1,0.0,1.3029269763602098,1.1428920945534395
1000,7,4,3,True,2,0.0,1.2841633160197783,1.1374778959989746
10,7,2,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,2,1,True,2,1.0,3.706558872850854,2.211769143549046
50,7,2,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,2,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,7,2,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,2,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,2,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,2,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,3,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,3,1,True,2,1.0,3.706558872850854,2.211769143549046
50,7,3,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,3,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,7,3,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,3,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,3,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,3,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,4,1,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,4,1,True,2,1.0,3.706558872850854,2.211769143549046
50,7,4,1,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,4,1,True,2,1.0,3.4890659855038324,2.1665218180329147
100,7,4,1,True,1,1.0,3.4618589542388096,2.15567479896302
100,7,4,1,True,2,1.0,3.426664747279439,2.1530647555753673
1000,7,4,1,True,1,1.0,3.3798261146989015,2.1372144541281397
1000,7,4,1,True,2,1.0,3.331813572807303,2.1213354370255204
10,7,2,2,True,1,1.0,3.4806661432443393,2.163306732182293
10,7,2,2,True,2,1.0,3.706558872850854,2.211769143549046
50,7,2,2,True,1,1.0,3.3652437752398243,2.137055302383561
50,7,2,2,True,2,1.0,3.4890659855038324,2.1665218180329147
