n_estimators,max_depth,min_samples_split,max_features,bootstrap,validation_loss,mee
100,5,4,10,False,1.5177521224353754,1.3323347722301246
50,5,5,10,False,1.5198395239833675,1.337279686121782
10,9,5,3,False,1.6090479740765582,1.3529853751473877
50,5,4,10,False,1.5666527189198551,1.357282702951594
500,7,4,3,False,1.6000328374696706,1.3780980984971365
500,7,3,3,False,1.6114060560989691,1.3788914276941333
500,7,2,3,False,1.6020219958516453,1.379618475158339
1000,7,2,3,False,1.610670608016349,1.3813160812841816
1000,7,3,3,False,1.6081890820345217,1.382349483046335
100,7,3,3,False,1.6367760641937286,1.3842664106923095
500,7,5,3,False,1.6192744532347256,1.3854900815267484
1000,7,4,3,False,1.6235785842232675,1.3883537434652533
50,7,5,3,False,1.6500128199059063,1.388844140900659
100,7,4,3,False,1.6290476258475337,1.389608315309505
100,7,2,3,False,1.6344637160498905,1.3897850844641009
1000,7,5,3,False,1.633205781126847,1.3930698653541762
10,5,4,10,False,1.6759592286121587,1.3978611836354145
50,7,3,3,False,1.664733680485084,1.3989344952429443
10,8,3,3,False,1.742098471756324,1.401288722205174
10,5,5,10,False,1.6903612165088144,1.4017197638401249
50,7,2,3,False,1.676834013928183,1.4085677978881952
50,7,4,3,False,1.6811007303803345,1.4092843954601857
10,7,2,3,False,1.706487340958999,1.41032556746725
100,7,5,3,False,1.6655549709517008,1.4107031311275262
10,5,2,10,False,1.7129427984874386,1.4149751864197688
10,8,4,3,False,1.7385539834441197,1.415701137414886
10,8,2,3,False,1.7318355191915986,1.4171946961445512
10,8,5,3,False,1.7615627813799908,1.4317735297983911
10,5,3,10,False,1.8251305525464867,1.4421450975161827
10,7,4,3,False,1.90527049873156,1.495837894167871
1000,4,3,10,False,1.869349121871941,1.5112978747759438
500,4,2,10,False,1.8700381413360485,1.5131113135930847
1000,4,4,10,False,1.8676470056216448,1.513791791417797
1000,6,3,3,False,1.8786870169594976,1.5142963698758318
500,4,4,10,False,1.8759741680758275,1.5152033387127772
500,4,5,10,False,1.8810130537635523,1.5153353292045588
500,4,3,10,False,1.874143729439372,1.5155265045737032
1000,4,5,10,False,1.8770952860185464,1.515597148342607
1000,4,2,10,False,1.8765456109972536,1.5157752157509
1000,6,5,3,False,1.9010734865683951,1.5199855582805881
500,6,4,3,False,1.906100846250052,1.5201703912025422
50,6,3,3,False,1.920014266173363,1.5209028001455915
50,4,4,10,False,1.916528767205252,1.5217761089555104
10,7,5,3,False,1.9661489206810718,1.5222062583786238
100,6,4,3,False,1.902532135854378,1.5223541741351574
50,4,3,10,False,1.880102997323252,1.5241365091061831
500,6,5,3,False,1.9126975400093875,1.5251765133378772
1000,6,2,3,False,1.9161885422219789,1.525621240790178
100,4,4,10,False,1.9075674948250807,1.5266754788403774
1000,6,4,3,False,1.917453921002768,1.5280529676789258
100,4,5,10,False,1.9228844654424715,1.5283433577100176
100,4,2,10,False,1.9209075058299896,1.5295779190250964
500,6,3,3,False,1.9233886512691498,1.5303375866696929
500,6,2,3,False,1.9297919588843555,1.5303424299429402
50,4,5,10,False,1.9337261768891223,1.5307517831070985
100,6,3,3,False,1.9499998109622048,1.5336941986137933
100,6,2,3,False,1.9335392513819,1.5337338623722758
50,6,4,3,False,1.949736591444051,1.5338164971208006
10,7,3,3,False,1.9675690097351808,1.5357596420085429
100,4,3,10,False,1.9260787784692204,1.5365774907946397
50,6,5,3,False,1.9424863835418706,1.5372020831516766
50,6,2,3,False,1.9830289556912704,1.5372157023456732
50,4,2,10,False,1.9350943769170044,1.5411021995088383
100,6,5,3,False,1.9504311200315203,1.5470172799091517
10,4,3,10,False,2.002818324226204,1.5652000189244566
10,4,5,10,False,1.958607289121636,1.5676982889047502
10,6,2,3,False,2.0854871295102932,1.5724156542028085
10,6,4,3,False,2.07354484188739,1.5768083305708245
10,6,3,3,False,2.1807488205097294,1.6114521854471575
10,4,2,10,False,2.142699314550296,1.6178429299339199
10,4,4,10,False,2.1366289900643807,1.6318152040595502
10,6,5,3,False,2.2965992810744997,1.6554602448158195
1000,5,2,3,False,2.3503441380382903,1.7134775518863563
500,5,2,3,False,2.37064087437644,1.7251749848713112
500,5,4,3,False,2.3756999426894185,1.7261287000508507
100,5,5,3,False,2.3825004642226566,1.7263899452125049
100,5,4,3,False,2.3904114584224843,1.7264929129952957
500,5,3,3,False,2.380681781468253,1.727185460275246
1000,5,5,3,False,2.379882412808312,1.7276227833118218
1000,5,3,3,False,2.3808692623524266,1.7278104764888491
1000,5,4,3,False,2.3881594440410847,1.7278458467103444
500,5,5,3,False,2.3765808767593946,1.7292357666241187
100,5,2,3,False,2.37675488587412,1.7296893683560206
100,5,3,3,False,2.433390207864692,1.7505794912514403
50,5,2,3,False,2.466395974293929,1.7511968425697235
50,5,3,3,False,2.442540406673476,1.756477912634374
50,5,5,3,False,2.5032815291314687,1.7597349564618394
50,5,4,3,False,2.4624440906704392,1.7608579104297313
10,5,5,3,False,2.5249630519244595,1.7794183550987364
10,5,2,3,False,2.5800536688572917,1.7943330273553937
1000,3,5,10,False,2.7210498000861763,1.8659873498353368
1000,3,3,10,False,2.734392871651093,1.8668075414670624
500,3,3,10,False,2.743779551192368,1.870257593373254
500,3,2,10,False,2.734554201691935,1.870672140040128
500,3,5,10,False,2.7394519426766704,1.870692570856944
500,3,4,10,False,2.7454302915502633,1.8711764453254232
1000,3,2,10,False,2.7467432120515984,1.8726610075004315
100,3,3,10,False,2.7535792050983825,1.8727631767544508
1000,3,4,10,False,2.739321294668797,1.8732671702410104
50,3,3,10,False,2.7916280310214896,1.8774969118438791
100,3,4,10,False,2.753775418635545,1.878936046684585
10,5,4,3,False,2.8128992894271225,1.8795561410334731
100,3,5,10,False,2.777584653286882,1.8816403972234272
50,3,5,10,False,2.784696425922773,1.8903641618254583
100,3,2,10,False,2.816119725529646,1.892414535247377
50,3,4,10,False,2.8705422703296284,1.9148348989529236
50,3,2,10,False,2.8465284461358986,1.915104538791244
10,5,3,3,False,2.9322042867378064,1.933233322048592
10,3,3,10,False,3.12068524093783,1.951416277559944
